AGRI,SCOPUS_ID:85016591795,2-s2.0-85016591795,Effects of landscape cover and local habitat characteristics on visiting bees in tropical orchards,Agricultural and Forest Entomology,2018-02-01T00:00:00.000Z,10.1111/afe.12226,19,Thailand,2018
AGRI,SCOPUS_ID:85021412297,2-s2.0-85021412297,Active and intelligent packaging: The indication of quality and safety,Critical Reviews in Food Science and Nutrition,2018-03-24T00:00:00.000Z,10.1080/10408398.2016.1225278,176,South Korea,2018
AGRI,SCOPUS_ID:85021412297,2-s2.0-85021412297,Active and intelligent packaging: The indication of quality and safety,Critical Reviews in Food Science and Nutrition,2018-03-24T00:00:00.000Z,10.1080/10408398.2016.1225278,176,Thailand,2018
AGRI,SCOPUS_ID:85028532339,2-s2.0-85028532339,Identification of Ethanol-inducible Genes and Isolation of the Myb-related Protein-like Promoter in Oryza sativa L,Journal of Plant Growth Regulation,2018-06-01T00:00:00.000Z,10.1007/s00344-017-9742-2,3,Thailand,2018
AGRI,SCOPUS_ID:85028532339,2-s2.0-85028532339,Identification of Ethanol-inducible Genes and Isolation of the Myb-related Protein-like Promoter in Oryza sativa L,Journal of Plant Growth Regulation,2018-06-01T00:00:00.000Z,10.1007/s00344-017-9742-2,3,United Kingdom,2018
AGRI,SCOPUS_ID:85028857956,2-s2.0-85028857956,Bacterial community composition and distribution in different segments of the gastrointestinal tract of wild-caught adult Penaeus monodon,Aquaculture Research,2018-01-01T00:00:00.000Z,10.1111/are.13468,19,Thailand,2018
AGRI,SCOPUS_ID:85028912249,2-s2.0-85028912249,Transcriptome-based discovery of pathways and genes related to reproduction of the black tiger shrimp (Penaeus monodon),Marine Genomics,2018-02-01T00:00:00.000Z,10.1016/j.margen.2017.08.007,23,Thailand,2018
AGRI,SCOPUS_ID:85028959204,2-s2.0-85028959204,Dietary cation and anion difference: Effects on milk production and body fluid distribution in lactating dairy goats under tropical conditions,Animal Science Journal,2018-01-01T00:00:00.000Z,10.1111/asj.12897,16,Thailand,2018
AGRI,SCOPUS_ID:85029540070,2-s2.0-85029540070,Alternative microalgal diets for cultivation of the fairy shrimp Branchinella thailandensis (Branchiopoda: Anostraca),Aquaculture International,2018-02-01T00:00:00.000Z,10.1007/s10499-017-0191-5,10,Thailand,2018
AGRI,SCOPUS_ID:85032269610,2-s2.0-85032269610,Application of Reverse Transcriptase-PCR-DGGE as a rapid method for routine determination of Vibrio spp. in foods,International Journal of Food Microbiology,2018-01-02T00:00:00.000Z,10.1016/j.ijfoodmicro.2017.10.014,12,Thailand,2018
AGRI,SCOPUS_ID:85033602161,2-s2.0-85033602161,Extractive foraging of toxic caterpillars in wild northern pig-tailed macaques (Macaca leonina),Primates,2018-03-01T00:00:00.000Z,10.1007/s10329-017-0638-3,8,Thailand,2018
AGRI,SCOPUS_ID:85033602161,2-s2.0-85033602161,Extractive foraging of toxic caterpillars in wild northern pig-tailed macaques (Macaca leonina),Primates,2018-03-01T00:00:00.000Z,10.1007/s10329-017-0638-3,8,United States,2018
AGRI,SCOPUS_ID:85037976985,2-s2.0-85037976985,Genetic variation of white spot syndrome virus (WSSV) in Pacific white shrimp Litopenaeus vannamei (Boone 1931) culture of Thailand,Aquaculture Research,2018-01-01T00:00:00.000Z,10.1111/are.13456,5,South Korea,2018
AGRI,SCOPUS_ID:85037976985,2-s2.0-85037976985,Genetic variation of white spot syndrome virus (WSSV) in Pacific white shrimp Litopenaeus vannamei (Boone 1931) culture of Thailand,Aquaculture Research,2018-01-01T00:00:00.000Z,10.1111/are.13456,5,Thailand,2018
AGRI,SCOPUS_ID:85037976985,2-s2.0-85037976985,Genetic variation of white spot syndrome virus (WSSV) in Pacific white shrimp Litopenaeus vannamei (Boone 1931) culture of Thailand,Aquaculture Research,2018-01-01T00:00:00.000Z,10.1111/are.13456,5,Viet Nam,2018
AGRI,SCOPUS_ID:85038877717,2-s2.0-85038877717,"Effects of extensive bottom cultivation of tropical oyster Crassostrea belcheri on benthic invertebrate community structure in Ban Don Bay, Suratthani Province, Southern Thailand",Aquaculture International,2018-04-01T00:00:00.000Z,10.1007/s10499-017-0227-x,2,Thailand,2018
AGRI,SCOPUS_ID:85039741431,2-s2.0-85039741431,"Forecasting economic, social and environmental growth in the sanitary and service sector based on Thailand's sustainable development policy",Journal of Ecological Engineering,2018-01-01T00:00:00.000Z,10.12911/22998993/79407,9,Thailand,2018
AGRI,SCOPUS_ID:85039902334,2-s2.0-85039902334,Stalagmites from western Thailand: preliminary investigations and challenges for palaeoenvironmental research,Boreas,2018-01-01T00:00:00.000Z,10.1111/bor.12299,9,Singapore,2018
AGRI,SCOPUS_ID:85039902334,2-s2.0-85039902334,Stalagmites from western Thailand: preliminary investigations and challenges for palaeoenvironmental research,Boreas,2018-01-01T00:00:00.000Z,10.1111/bor.12299,9,Thailand,2018
AGRI,SCOPUS_ID:85039906562,2-s2.0-85039906562,Male white-handed gibbons flexibly time duet contributions,Behavioral Ecology and Sociobiology,2018-01-01T00:00:00.000Z,10.1007/s00265-017-2432-z,25,Thailand,2018
AGRI,SCOPUS_ID:85039906562,2-s2.0-85039906562,Male white-handed gibbons flexibly time duet contributions,Behavioral Ecology and Sociobiology,2018-01-01T00:00:00.000Z,10.1007/s00265-017-2432-z,25,United States,2018
AGRI,SCOPUS_ID:85039956280,2-s2.0-85039956280,In vitro neutralization of yellow head virus infection in shrimp using recombinant PmYRP65 protein,Aquaculture,2018-02-03T00:00:00.000Z,10.1016/j.aquaculture.2017.12.044,3,Thailand,2018
AGRI,SCOPUS_ID:85040817223,2-s2.0-85040817223,Cyclodextrin solubilization of celecoxib: solid and solution state characterization,Journal of Inclusion Phenomena and Macrocyclic Chemistry,2018-02-01T00:00:00.000Z,10.1007/s10847-017-0769-6,17,Iceland,2018
AGRI,SCOPUS_ID:85040817223,2-s2.0-85040817223,Cyclodextrin solubilization of celecoxib: solid and solution state characterization,Journal of Inclusion Phenomena and Macrocyclic Chemistry,2018-02-01T00:00:00.000Z,10.1007/s10847-017-0769-6,17,Thailand,2018
AGRI,SCOPUS_ID:85041047005,2-s2.0-85041047005,Newborn traits associated with pre-weaning growth and survival in piglets,Asian-Australasian Journal of Animal Sciences,2018-02-01T00:00:00.000Z,10.5713/ajas.16.0962,29,Thailand,2018
AGRI,SCOPUS_ID:85041047005,2-s2.0-85041047005,Newborn traits associated with pre-weaning growth and survival in piglets,Asian-Australasian Journal of Animal Sciences,2018-02-01T00:00:00.000Z,10.5713/ajas.16.0962,29,United Kingdom,2018
AGRI,SCOPUS_ID:85041095923,2-s2.0-85041095923,Heterologous co-expression in E. coli of isoamylase genes from cassava Manihot esculenta Crantz ‘KU50’ achieves enzyme-active heteromeric complex formation,Plant Molecular Biology,2018-03-01T00:00:00.000Z,10.1007/s11103-018-0707-z,5,Thailand,2018
AGRI,SCOPUS_ID:85041095923,2-s2.0-85041095923,Heterologous co-expression in E. coli of isoamylase genes from cassava Manihot esculenta Crantz ‘KU50’ achieves enzyme-active heteromeric complex formation,Plant Molecular Biology,2018-03-01T00:00:00.000Z,10.1007/s11103-018-0707-z,5,United Kingdom,2018
