AGRI,SCOPUS_ID:85083564730,2-s2.0-85083564730,Identification of novel anti-inflammatory peptides from bee pollen (Apis mellifera) hydrolysate in lipopolysaccharide-stimulated RAW264.7 macrophages,Journal of Apicultural Research,2021-01-01T00:00:00.000Z,10.1080/00218839.2020.1745434,18,Thailand,2021
AGRI,SCOPUS_ID:85084665697,2-s2.0-85084665697,Angiotensin-I converting enzyme inhibitory peptide derived from the shiitake mushroom (Lentinula edodes),Journal of Food Science and Technology,2021-01-01T00:00:00.000Z,10.1007/s13197-020-04517-z,12,Thailand,2021
AGRI,SCOPUS_ID:85086435351,2-s2.0-85086435351,Nano/microstructured hybrid composite particles containing cinnamon oil as an antibiotic alternative against food-borne pathogens,Journal of Food Engineering,2021-02-01T00:00:00.000Z,10.1016/j.jfoodeng.2020.110209,13,Thailand,2021
AGRI,SCOPUS_ID:85086781984,2-s2.0-85086781984,Hydrolysates from bee pollen could induced apoptosis in human bronchogenic carcinoma cells (ChaGo-K-1),Journal of Food Science and Technology,2021-02-01T00:00:00.000Z,10.1007/s13197-020-04592-2,8,Thailand,2021
AGRI,SCOPUS_ID:85086838098,2-s2.0-85086838098,Antioxidant properties of peptides obtained from the split gill mushroom (Schizophyllum commune),Journal of Food Science and Technology,2021-02-01T00:00:00.000Z,10.1007/s13197-020-04582-4,14,Thailand,2021
AGRI,SCOPUS_ID:85087144401,2-s2.0-85087144401,Comparative metabolite profiling of raw milk from subclinical and clinical mastitis cows using 1H-NMR combined with chemometric analysis,International Journal of Food Science and Technology,2021-01-01T00:00:00.000Z,10.1111/ijfs.14665,17,Thailand,2021
AGRI,SCOPUS_ID:85088497848,2-s2.0-85088497848,TEMPO-oxidized biodegradable bacterial cellulose (BBC) membrane coated with biologically-synthesized silver nanoparticles (AgNPs) as a potential antimicrobial agent in aquaculture (In vitro),Aquaculture,2021-01-15T00:00:00.000Z,10.1016/j.aquaculture.2020.735746,15,China,2021
AGRI,SCOPUS_ID:85088497848,2-s2.0-85088497848,TEMPO-oxidized biodegradable bacterial cellulose (BBC) membrane coated with biologically-synthesized silver nanoparticles (AgNPs) as a potential antimicrobial agent in aquaculture (In vitro),Aquaculture,2021-01-15T00:00:00.000Z,10.1016/j.aquaculture.2020.735746,15,Czech Republic,2021
AGRI,SCOPUS_ID:85088497848,2-s2.0-85088497848,TEMPO-oxidized biodegradable bacterial cellulose (BBC) membrane coated with biologically-synthesized silver nanoparticles (AgNPs) as a potential antimicrobial agent in aquaculture (In vitro),Aquaculture,2021-01-15T00:00:00.000Z,10.1016/j.aquaculture.2020.735746,15,Egypt,2021
AGRI,SCOPUS_ID:85088497848,2-s2.0-85088497848,TEMPO-oxidized biodegradable bacterial cellulose (BBC) membrane coated with biologically-synthesized silver nanoparticles (AgNPs) as a potential antimicrobial agent in aquaculture (In vitro),Aquaculture,2021-01-15T00:00:00.000Z,10.1016/j.aquaculture.2020.735746,15,Thailand,2021
AGRI,SCOPUS_ID:85089473404,2-s2.0-85089473404,"Rapid visualization in the specific detection of Flavobacterium columnare, a causative agent of freshwater columnaris using a novel recombinase polymerase amplification (RPA) combined with lateral flow dipstick (LFD) assay",Aquaculture,2021-01-30T00:00:00.000Z,10.1016/j.aquaculture.2020.735780,11,Egypt,2021
AGRI,SCOPUS_ID:85089473404,2-s2.0-85089473404,"Rapid visualization in the specific detection of Flavobacterium columnare, a causative agent of freshwater columnaris using a novel recombinase polymerase amplification (RPA) combined with lateral flow dipstick (LFD) assay",Aquaculture,2021-01-30T00:00:00.000Z,10.1016/j.aquaculture.2020.735780,11,Malaysia,2021
AGRI,SCOPUS_ID:85089473404,2-s2.0-85089473404,"Rapid visualization in the specific detection of Flavobacterium columnare, a causative agent of freshwater columnaris using a novel recombinase polymerase amplification (RPA) combined with lateral flow dipstick (LFD) assay",Aquaculture,2021-01-30T00:00:00.000Z,10.1016/j.aquaculture.2020.735780,11,Thailand,2021
AGRI,SCOPUS_ID:85089529548,2-s2.0-85089529548,Phylogenomics of the lepidopteran endoparasitoid wasp subfamily Rogadinae (Hymenoptera: Braconidae) and related subfamilies,Systematic Entomology,2021-01-01T00:00:00.000Z,10.1111/syen.12449,10,Mexico,2021
AGRI,SCOPUS_ID:85089529548,2-s2.0-85089529548,Phylogenomics of the lepidopteran endoparasitoid wasp subfamily Rogadinae (Hymenoptera: Braconidae) and related subfamilies,Systematic Entomology,2021-01-01T00:00:00.000Z,10.1111/syen.12449,10,Poland,2021
AGRI,SCOPUS_ID:85089529548,2-s2.0-85089529548,Phylogenomics of the lepidopteran endoparasitoid wasp subfamily Rogadinae (Hymenoptera: Braconidae) and related subfamilies,Systematic Entomology,2021-01-01T00:00:00.000Z,10.1111/syen.12449,10,Russian Federation,2021
AGRI,SCOPUS_ID:85089529548,2-s2.0-85089529548,Phylogenomics of the lepidopteran endoparasitoid wasp subfamily Rogadinae (Hymenoptera: Braconidae) and related subfamilies,Systematic Entomology,2021-01-01T00:00:00.000Z,10.1111/syen.12449,10,Thailand,2021
AGRI,SCOPUS_ID:85089864449,2-s2.0-85089864449,Thermosensitive period for sex determination of the tropical freshwater turtle Malayemys macrocephala,Integrative Zoology,2021-03-01T00:00:00.000Z,10.1111/1749-4877.12479,2,Thailand,2021
AGRI,SCOPUS_ID:85092039739,2-s2.0-85092039739,Application of down-flow hanging sponge – Upflow sludge blanket system for nitrogen removal in Epinephelus bruneus closed recirculating aquaculture system,Aquaculture,2021-02-15T00:00:00.000Z,10.1016/j.aquaculture.2020.735997,12,Japan,2021
AGRI,SCOPUS_ID:85092039739,2-s2.0-85092039739,Application of down-flow hanging sponge – Upflow sludge blanket system for nitrogen removal in Epinephelus bruneus closed recirculating aquaculture system,Aquaculture,2021-02-15T00:00:00.000Z,10.1016/j.aquaculture.2020.735997,12,Thailand,2021
AGRI,SCOPUS_ID:85092039739,2-s2.0-85092039739,Application of down-flow hanging sponge – Upflow sludge blanket system for nitrogen removal in Epinephelus bruneus closed recirculating aquaculture system,Aquaculture,2021-02-15T00:00:00.000Z,10.1016/j.aquaculture.2020.735997,12,Viet Nam,2021
AGRI,SCOPUS_ID:85092072093,2-s2.0-85092072093,Balancing selection at the ATP binding site of heat shock cognate 70 (HSC70) contributes to increased thermotolerance in Artemia franciscana,Aquaculture,2021-01-30T00:00:00.000Z,10.1016/j.aquaculture.2020.735988,0,Belgium,2021
AGRI,SCOPUS_ID:85092072093,2-s2.0-85092072093,Balancing selection at the ATP binding site of heat shock cognate 70 (HSC70) contributes to increased thermotolerance in Artemia franciscana,Aquaculture,2021-01-30T00:00:00.000Z,10.1016/j.aquaculture.2020.735988,0,Thailand,2021
AGRI,SCOPUS_ID:85093947631,2-s2.0-85093947631,Tropical fruit peels as potential modifiers of rumen fermentation characteristics in goats: In vitro and in situ evaluations,Animal Production Science,2021-01-01T00:00:00.000Z,10.1071/AN20059,0,Malaysia,2021
AGRI,SCOPUS_ID:85093947631,2-s2.0-85093947631,Tropical fruit peels as potential modifiers of rumen fermentation characteristics in goats: In vitro and in situ evaluations,Animal Production Science,2021-01-01T00:00:00.000Z,10.1071/AN20059,0,Thailand,2021
AGRI,SCOPUS_ID:85094565566,2-s2.0-85094565566,Integrative systematics reveals the new land-snail genus Taphrenalla (Eupulmonata: Ariophantidae) with a description of nine new species from Thailand,Contributions to Zoology,2021-01-01T00:00:00.000Z,10.1163/18759866-BJA10013,13,Thailand,2021
AGRI,SCOPUS_ID:85095848278,2-s2.0-85095848278,Antibacterial spectrum of synthetic herbal-based polyphenols against Vibrio parahaemolyticus isolated from diseased Pacific whiteleg shrimp (Penaeus vannamei) in Thailand,Aquaculture,2021-02-25T00:00:00.000Z,10.1016/j.aquaculture.2020.736070,17,Egypt,2021
AGRI,SCOPUS_ID:85095848278,2-s2.0-85095848278,Antibacterial spectrum of synthetic herbal-based polyphenols against Vibrio parahaemolyticus isolated from diseased Pacific whiteleg shrimp (Penaeus vannamei) in Thailand,Aquaculture,2021-02-25T00:00:00.000Z,10.1016/j.aquaculture.2020.736070,17,Thailand,2021
AGRI,SCOPUS_ID:85096177501,2-s2.0-85096177501,Plastic media reduced algal wall-growth of Chlorococcum humicola for the cultivation in internal-loop airlift photobioreactor,Algal Research,2021-03-01T00:00:00.000Z,10.1016/j.algal.2020.102131,1,Thailand,2021
AGRI,SCOPUS_ID:85096558089,2-s2.0-85096558089,Influence of the Spatial Variability of Soil Shear Strength on Deep Excavation: A Case Study of a Bangkok Underground MRT Station,International Journal of Geomechanics,2021-02-01T00:00:00.000Z,10.1061/(ASCE)GM.1943-5622.0001914,31,Thailand,2021
AGRI,SCOPUS_ID:85096917768,2-s2.0-85096917768,"Shotgun metagenomics and microscopy indicate diverse cyanophytes, other bacteria, and microeukaryotes in the epimicrobiota of a northern Chilean wetland Nostoc (Cyanobacteria)",Journal of Phycology,2021-02-01T00:00:00.000Z,10.1111/jpy.13084,1,Chile,2021
AGRI,SCOPUS_ID:85096917768,2-s2.0-85096917768,"Shotgun metagenomics and microscopy indicate diverse cyanophytes, other bacteria, and microeukaryotes in the epimicrobiota of a northern Chilean wetland Nostoc (Cyanobacteria)",Journal of Phycology,2021-02-01T00:00:00.000Z,10.1111/jpy.13084,1,Thailand,2021
AGRI,SCOPUS_ID:85096917768,2-s2.0-85096917768,"Shotgun metagenomics and microscopy indicate diverse cyanophytes, other bacteria, and microeukaryotes in the epimicrobiota of a northern Chilean wetland Nostoc (Cyanobacteria)",Journal of Phycology,2021-02-01T00:00:00.000Z,10.1111/jpy.13084,1,United States,2021
AGRI,SCOPUS_ID:85097336061,2-s2.0-85097336061,Enriched makiang (Cleistocalyx nervosum var. paniala) seed extract and citric acid to control pathogenic bacteria and color of fresh cut cantaloupe,LWT,2021-03-01T00:00:00.000Z,10.1016/j.lwt.2020.110626,2,Thailand,2021
AGRI,SCOPUS_ID:85097939549,2-s2.0-85097939549,1D Constitutive Model for Expansive Soils,International Journal of Geomechanics,2021-03-01T00:00:00.000Z,10.1061/(ASCE)GM.1943-5622.0001921,4,Australia,2021
AGRI,SCOPUS_ID:85097939549,2-s2.0-85097939549,1D Constitutive Model for Expansive Soils,International Journal of Geomechanics,2021-03-01T00:00:00.000Z,10.1061/(ASCE)GM.1943-5622.0001921,4,Thailand,2021
AGRI,SCOPUS_ID:85098464470,2-s2.0-85098464470,Application of catechin nanoencapsulation with enhanced antioxidant activity in high pressure processed catechin-fortified coconut milk,LWT,2021-04-01T00:00:00.000Z,10.1016/j.lwt.2020.110594,22,Thailand,2021
AGRI,SCOPUS_ID:85098656968,2-s2.0-85098656968,"Patterns of duck Tembusu virus infection in ducks, Thailand: a serological study",Poultry Science,2021-02-01T00:00:00.000Z,10.1016/j.psj.2020.10.066,5,Thailand,2021
AGRI,SCOPUS_ID:85098717176,2-s2.0-85098717176,"Corrigendum to “Antibacterial spectrum of synthetic herbal-based polyphenols against Vibrio parahaemolyticus isolated from diseased Pacific whiteleg shrimp (Penaeus vannamei) in Thailand”: [Aquaculture, Volume 533 (2021), Available online 21 October 2020, 736070] (Aquaculture (2021) 533, (S004484862031872X), (10.1016/j.aquaculture.2020.736070))",Aquaculture,2021-03-15T00:00:00.000Z,10.1016/j.aquaculture.2020.736312,0,Egypt,2021
AGRI,SCOPUS_ID:85098717176,2-s2.0-85098717176,"Corrigendum to “Antibacterial spectrum of synthetic herbal-based polyphenols against Vibrio parahaemolyticus isolated from diseased Pacific whiteleg shrimp (Penaeus vannamei) in Thailand”: [Aquaculture, Volume 533 (2021), Available online 21 October 2020, 736070] (Aquaculture (2021) 533, (S004484862031872X), (10.1016/j.aquaculture.2020.736070))",Aquaculture,2021-03-15T00:00:00.000Z,10.1016/j.aquaculture.2020.736312,0,Thailand,2021
AGRI,SCOPUS_ID:85098877814,2-s2.0-85098877814,Quantitative analysis of nutrient metabolite compositions of retail cow's milk and milk alternatives in Thailand using GC-MS,Journal of Food Composition and Analysis,2021-04-01T00:00:00.000Z,10.1016/j.jfca.2020.103785,8,Thailand,2021
AGRI,SCOPUS_ID:85099006661,2-s2.0-85099006661,MetGEMs Toolbox: Metagenome-scale models as integrative toolbox for uncovering metabolic functions and routes of human gut microbiome,PLoS Computational Biology,2021-01-06T00:00:00.000Z,10.1371/journal.pcbi.1008487,6,Germany,2021
AGRI,SCOPUS_ID:85099006661,2-s2.0-85099006661,MetGEMs Toolbox: Metagenome-scale models as integrative toolbox for uncovering metabolic functions and routes of human gut microbiome,PLoS Computational Biology,2021-01-06T00:00:00.000Z,10.1371/journal.pcbi.1008487,6,Hong Kong,2021
AGRI,SCOPUS_ID:85099006661,2-s2.0-85099006661,MetGEMs Toolbox: Metagenome-scale models as integrative toolbox for uncovering metabolic functions and routes of human gut microbiome,PLoS Computational Biology,2021-01-06T00:00:00.000Z,10.1371/journal.pcbi.1008487,6,Thailand,2021
AGRI,SCOPUS_ID:85099042992,2-s2.0-85099042992,"Elicitation of Pueraria candollei var. mirifica suspension cells promises antioxidant potential, implying antiaging activity","Plant Cell, Tissue and Organ Culture",2021-04-01T00:00:00.000Z,10.1007/s11240-020-01990-4,11,Thailand,2021
AGRI,SCOPUS_ID:85099351842,2-s2.0-85099351842,Inactivation kinetic of selected pathogens of coconut water by dimethyl dicarbonate and microbial shelf life during cold storage,Journal of Food Processing and Preservation,2021-03-01T00:00:00.000Z,10.1111/jfpp.15229,3,Thailand,2021
